Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 5 - Ice Cave 3A	119	4	4			86	32	32	32	32	32	32	2000	2376	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	118	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	79	29	83	110	650	650	650	6	8	6	8	6	8	1	0	3	snowyeti4	succubus3	reanimatedhorde3								1	snowyeti2	succubus4	bloodlord7	frozenhorror2	clawviper7	bonefetish5	willowisp5	batdemon6	wraith6	succubuswitch6	snowyeti4	succubus3	reanimatedhorde3							succubuswitch6													0	41	255	Glacial Caves Level 2	To The Glacier Caves Level 2	A5L12	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Mountain Top	120	4	4			87	20	28	20	28	20	28	2000	2508	0	1	1	0	1	0	0	1	0	0	2	31	-1	1	-1	-1	118	128	0	0	0	0	0	0	79	80	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	27	52	77	37	87	110	0	0	0							0	0	3	ancientbarb1	ancientbarb2	ancientbarb3									ancientbarb1	ancientbarb2	ancientbarb3								ancientbarb1	ancientbarb2	ancientbarb3																				0	42	255	Rocky Summit	To The Rocky Summit	A5L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple Entrance	121	4	4			88	22	27	22	27	22	27	2000	2636	0	1	1	0	0	0	0	1	0	1	2	31	-1	-1	-1	-1	0	122	0	0	0	0	0	0	-1	76	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	32	57	82	32	83	110	0	0	0							0	0																																													0	43	255	Nihlathaks Temple	To Nihlathaks Temple	A5L13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple 1	122	4	4			89	80	80	80	80	80	80	2000	2763	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	121	123	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3000	33	58	83	33	83	110	700	700	700	6	7	6	7	6	7	0	0	3	reanimatedhorde3	bloodlord2										reanimatedhorde3	bloodlord2	deathmauler5	skeleton7	sandleaper7	fallenshaman7	scarab6	fetish6	skmage_pois5	baboon7	reanimatedhorde3	bloodlord2								baboon7													0	44	255	Halls of Anguish	To The Halls of Anguish	A5L14	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Temple 2	123	4	4			90	80	80	80	80	80	80	2000	2943	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	122	124	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	84	110	700	700	700	6	7	6	7	6	7	0	0	3	reanimatedhorde4	deathmauler2	putriddefiler1								1	bloodlord2	sandraider7	baboon8	goatman9	quillrat8	unraveler6	fetishblow6	cantor5	vilemother4	sandmaggot6	reanimatedhorde4	deathmauler2	putriddefiler1							sandmaggot6													0	44	35	Halls of Death's Calling	To The Halls of Death's Calling	A5L15	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Temple Boss	124	4	4			91	84	84	84	84	84	84	2500	1000	0	1	0	0	0	0	1	1	0	1	2	32	-1	-1	-1	-1	123	0	0	0	0	0	0	0	78	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	36	61	86	36	84	110	700	700	700							0	0	3	minion6	succubus4	putriddefiler2								1	minion9	succubus4	putriddefiler2	reanimatedhorde3	wraith6	arach6	sk_archer9	fetishshaman6	baboon6	clawviper9	minion6	succubus4	putriddefiler2							clawviper9													0	45	255	Halls of Vaught	To The Halls of Vaught	A5L17	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Hell 1	125	3	4			92	200	200	200	200	200	200	2500	1184	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	3800	39	64	89	39	91	110	800	800	800	3	4	3	4	3	4	1	0	3	bloodlord3	imp2									1	bloodlord3	imp6	megademon4	succubus7	succubuswitch7	fallenshaman8	sk_archer10	bonefetish6	fingermage4	minion10	bloodlord3	imp2								minion10													0	46	255	Hell1	To Hell1	A5L23	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 5 - Hell 2	126	3	4			93	200	200	200	200	200	200	2500	1484	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	3800	39	64	89	39	92	110	800	800	800	3	4	3	4	3	4	1	0	3	bloodlord2	overseer3									1	bloodlord3	imp6	megademon4	succubus7	clawviper8	blunderbore6	unraveler7	skmage_fire6	goatman8	regurgitator4	bloodlord2	overseer3								regurgitator4													0	46	255	Hell2	To Hell2	A5L24	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 5 - Hell 3	127	3	4			94	200	200	200	200	200	200	2500	1784	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	3800	39	64	89	39	93	110	700	700	700	3	4	3	4	3	4	1	0	3	imp4	overseer4									1	imp7	overseer4	megademon4	clawviper8	bloodlord2	succubuswitch5	vampire6	fetishblow7	reanimatedhorde6	dkmag1	imp4	overseer4								dkmag1													0	46	255	Hell3	To Hell3	A5L25	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 5 - Baal Temple 1	128	4	4	39	39	95	200	200	200	200	200	200	2500	2084	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	120	129	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	39	64	89	39	99	110	700	700	700	6	8	6	8	6	8	0	0	3	reanimatedhorde5	succubuswitch2	putriddefiler3								1	reanimatedhorde6	succubuswitch8	putriddefiler3	sandraider9	bloodlord5	cr_lancer8	vilemother5	cantor6	vampire7	fetishshaman8	reanimatedhorde5	succubuswitch2	putriddefiler3							fetishshaman8													0	47	255	The Worldstone Keep Level 1	To The Worldstone Keep Level 1	A5L18	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	0
Act 5 - Baal Temple 2	129	4	4	39	39	96	200	200	200	200	200	200	2500	2384	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	128	130	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	40	65	90	40	99	110	700	700	700	6	8	6	8	6	8	0	0	3	suicideminion6	minion7									1	suicideminion6	minion11	fetish8	batdemon7	clawviper10	mummy6	skmage_pois6	unraveler8	scarab7	willowisp6	suicideminion6	minion7								willowisp6													0	47	38	The Worldstone Keep Level 2	To The Worldstone Keep Level 2	A5L19	119	120	121	122	129	106	0	0	25	25	35	25	26	25	0	0	0
Act 5 - Baal Temple 3	130	4	4	39	39	97	200	200	200	200	200	200	2500	2684	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	129	131	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	42	67	92	42	99	110	700	700	700	6	8	6	8	6	8	0	0	3	bloodlord5	imp5	putriddefiler4								1	bloodlord5	imp5	putriddefiler4	fingermage5	dkmag2	fetishblow8	skmage_ltng6	wraith8	succubus4	overseer4	bloodlord5	imp5	putriddefiler4							overseer4													0	47	255	The Worldstone Keep Level 3	To The Worldstone Keep Level 3	A5L20	119	120	121	122	129	106	0	0	25	25	35	25	25	25	0	0	0
Act 5 - Throne Room	131	4	4	39	39	98	40	52	40	52	40	52	3000	1000	0	1	0	0	0	0	1	1	0	1	2	34	-1	-1	-1	-1	130	132	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	43	68	93	43	99	110	700	700	700	4	5	4	5	4	5	0	0	3	bloodlord5	succubuswitch3									1	bloodlord5	succubuswitch5	bonefetish7	sandraider10	willowisp7	vampire8	megademon5	unraveler9	dkmag2	clawviper10	bloodlord5	succubuswitch3								clawviper10													0	48	255	Throne of Destruction	To The Throne of Destruction	A5L21	126	127	0	0	0	0	0	0	25	25	0	0	0	0	0	0	0
Act 5 - World Stone	132	4	4	39	39	99	55	55	55	55	55	55	3000	1152	0	1	0	0	0	0	1	1	0	1	2	34	-1	-1	-1	-1	131	0	0	0	0	0	0	0	81	-1	-1	-1	-1	-1	-1	-1	40	255	255	255	0	1	1	0	0	0	0	0	43	99	110	0	0	0							0	0																																													0	49	255	The Worldstone Chamber	To The Worldstone Chamber	A5L22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Pandemonium 1	133	0	4			11	200	200	200	200	200	200	4000	1500	0	1	0	0	0	1	1	1	0	1	1	4	-1	-1	-1	-1	17	0	0	0	0	0	0	0	8	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	50	75	83	50	83	110	1056	1056	1056	4	5	4	5	4	5	1	0	3	succubus8	succubuswitch9	corruptrogue6	cr_archer8	cr_lancer8							succubus8	succubuswitch9	corruptrogue6	cr_archer8	cr_lancer8						succubus8	succubuswitch9	corruptrogue6	cr_archer8	cr_lancer8						rat	bat			30	30							8	5	255	Pandemonium Run 1	To The Pandemonium Run 1	A5L28	7	8	9	10	0	0	0	0	75	4	50	75	0	0	0	0	0
Act 5 - Pandemonium 2	134	1	4			28	80	80	80	80	80	80	4000	1700	0	1	0	0	1	0	1	1	1	0	3	16	9	4	7	8	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	40	255	255	255	1	1	1	0	3800	50	75	83	50	83	110	880	880	880	7	9	7	9	7	9	1	0	3	swarm5	sandmaggot7	arach7	scarab8								swarm5	sandmaggot7	arach7	scarab8							swarm5	sandmaggot7	arach7	scarab8							scorpion				20								0	14	255	Pandemonium Run 2	To The Pandemonium Run 2	A5L29	30	24	32	37	36	0	0	0	15	30	10	40	40	0	0	0	0
Act 5 - Pandemonium 3	135	3	4			92	200	200	200	200	200	200	4000	2884	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	3800	50	75	83	50	83	110	800	800	800	3	4	3	4	3	4	1	0	3	overseer6	dkmag3	megademon6	imp8							1	overseer6	dkmag3	megademon6	imp8							overseer6	dkmag3	megademon6	imp8																			0	46	255	Pandemonium Run 3	To The Pandemonium Run 3	A5L30	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 5 - Pandemonium Finale	136	0	4			25	43	48	43	48	43	48	5000	1000	0	1	1	0	0	0	1	1	1	0	2	11	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	50	75	83	50	83	110	0	0	0	3	3	3	3	3	3	0	0	0																																												0	3	255	Tristram	To Tristram	A5L31	44	45	0	0	0	0	0	0	0	33	1	0	0	0	0	0	0
Act 6 - Bibiki Bay	137	1	0			28	119	119	119	119	119	119	1000	2000	0	1	1	0	0	0	1	1	0	0	2	16	-1	-1	-1	-1	141	142	143	144	139	145	146	0	87	89	91	93	86	95	97	-1	0	0	0	0	0	0	1	0	2025	74	86	91	74	90	110	1080	1080	1080	16	21	16	21	16	21	1	0	3	zombie6	skeleton9	mummy7	fallen9	parrot1							zombie6	skeleton9	mummy7	fallen9	parrot1						zombie6	skeleton9	mummy7	unraveler10	sk_archer12	fallen9	parrot1								3	30							0	12	255	Bibiki Bay	To Bibiki Bay	A6L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 6 - Tunnel 6	138	0	0			101	200	200	200	200	200	200	1120	2000	0	1	0	0	0	1	1	1	0	1	1	3	-1	-1	-1	-1	1	0	0	0	140	0	0	0	4	-1	-1	-1	5	-1	-1	-1	0	255	255	255	0	0	1	0	1000	34	49	82	34	76	110	550	550	550	10	12	10	12	10	12	1	0	3	rodent1	rodent2	rodent3									rodent1	rodent2	rodent3								rodent1	rodent2	rodent3								bat				30								0	1	255	Hidden Passage	To The Hidden Passage	A6L2	6	4	0	0	0	0	0	0	30	3	0	0	0	0	0	0	0
Act 6 - Tunnel 7	139	0	0			102	200	200	200	200	200	200	1320	2000	0	1	0	0	0	1	1	1	0	1	1	3	-1	-1	-1	-1	140	0	0	0	137	0	0	0	4	-1	-1	-1	5	-1	-1	-1	0	255	255	255	0	0	1	0	1000	56	58	85	56	79	110	550	550	550	10	12	10	12	10	12	1	0	3	skeleton9											skeleton9										skeleton9										bat				30	30							0	4	255	Outrigger Tunnel	To The Outrigger Tunnel	A6L3	6	4	0	0	0	0	0	0	30	3	0	0	0	0	0	0	0
Act 6 - Cemetery	140	0	0			28	64	74	64	74	64	74	1520	2000	0	1	1	0	0	0	1	1	0	0	2	2	-1	-1	-1	-1	139	0	0	0	138	0	0	0	85	-1	-1	-1	84	-1	-1	-1	0	0	0	0	0	0	1	0	2025	35	57	86	37	87	110	1100	1100	1100	8	9	8	9	8	9	1	0	3	rabbit1											rabbit1										rabbit1										bat				30								0	2	255	Raven Cemetery	To Raven Cemetery	A6L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 6 - Bibiki's Tomb	141	1	0			104	32	47	32	47	32	47	1600	2000	0	2	0	0	1	1	1	1	0	1	2	17	-1	-1	-1	-1	137	0	0	0	0	0	0	0	88	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	41	65	87	41	87	110	2200	2200	2200	0	2	0	2	0	2	1	0	1	wraith10											wraith10										wraith10										rat	bat	scorpion	larva	30	30	20	100					0	21	255	Bibiki's Tomb	To Bibiki's Tomb	A6L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 6 - Crosby's Hideout	142	0	0			105	24	24	24	24	24	24	1650	2000	0	1	0	0	0	1	1	1	0	1	2	3	-1	-1	-1	-1	0	137	0	0	0	0	0	0	-1	90	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	41	65	87	41	87	110	600	600	600	2	3	2	3	2	3	1	0	1	zombie8											zombie8										zombie8										rat	bat			30	30							0	4	255	Crosby's Hideout	To Crosby's Hideout	A6L6	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
Act 6 - Diamond Cavern	143	4	0			106	32	32	32	32	32	32	1680	2000	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	0	0	137	0	0	0	0	0	-1	-1	92	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	41	65	87	41	87	110	600	600	600	6	8	6	8	6	8	1	0	1	d1_red_succubuswitch1	d1_yel_succubuswitch1	d1_blu_succubuswitch1									d1_red_succubuswitch1	d1_yel_succubuswitch1	d1_blu_succubuswitch1								d1_red_succubuswitch1	d1_yel_succubuswitch1	d1_blu_succubuswitch1																				0	34	255	Diamond Cavern	To The Diamond Cavern	A6L7	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 6 - Traveller's Crypt	144	0	0			107	30	30	30	30	30	30	1720	2000	0	1	0	0	0	1	1	1	0	1	2	4	-1	-1	-1	-1	0	0	0	137	0	0	0	0	-1	-1	-1	94	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	41	65	87	41	87	110	1024	1024	1024	3	4	3	4	3	4	1	0	1	parrot2											parrot2										parrot2										rat	bat			30	30							8	5	255	Traveller's Crypt	To The Traveller's Crypt	A6L8	15	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
Act 6 - Wine Cellar	145	0	0			108	8	8	8	8	8	8	1750	2000	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	0	0	0	0	0	137	0	0	-1	-1	-1	-1	-1	96	-1	-1	0	255	255	255	0	0	1	0	100	999	999	999	999	999	999	0	0	0							1	0	1																																rat	bat			30	30							0	5	255	Forgotten Cellar	To The Forgotten Cellar	A6L9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 6 - Emerald Cove	146	0	0			109	64	74	64	74	64	74	1760	2000	0	1	1	0	0	0	1	1	0	0	2	2	-1	-1	-1	-1	0	0	0	0	0	0	137	147	-1	-1	-1	-1	-1	-1	98	99	0	0	0	0	0	0	1	0	2025	41	70	92	44	86	110	550	550	550	6	8	6	8	6	8	1	0	3	rabbit2	parrot2										rabbit2	parrot2									rabbit2	parrot2									bat				30								0	12	255	Emerald Cove	To The Emerald Cove	A6L10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 6 - Raccoon Forest	147	0	0			110	179	179	179	179	179	179	1840	2000	0	1	1	0	0	0	1	1	0	0	2	2	-1	-1	-1	-1	148	0	0	0	0	0	0	146	100	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	1	0	2025	43	71	93	46	87	110	550	550	550	6	8	6	8	6	8	1	0	3	rabbit3	rodent4	wraith10									rabbit3	rodent4	wraith10								rabbit3	rodent4	wraith10								bat				30								0	2	255	Raccoon Forest	To The Raccoon Forest	A6L11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 7 - Basement	148	0	0			111	200	200	200	200	200	200	2020	2000	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	149	147	0	0	0	0	0	0	18	17	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	44	72	93	47	87	110	680	680	680	6	8	6	8	6	8	1	0	3	d1_sp_fallen1	d1_ss_fallen2	d1_leper1	d1_mutant1	d1_scavenger1							d1_sp_fallen1	d1_ss_fallen2	d1_leper1	d1_mutant1	d1_scavenger1						d1_sp_fallen1	d1_ss_fallen2	d1_leper1	d1_mutant1	d1_scavenger1						rat	bat			30	30							60	8	255	Sanitarium Basement	To The Sanitarium Basement	A7L1	16	3	14	17	0	0	0	0	50	45	19	3	0	0	0	0	0
Act 7 - Sanitarium 1	149	0	0			112	200	200	200	200	200	200	2220	2000	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	150	148	0	0	0	0	0	0	13	13	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	45	73	94	48	88	110	680	680	680	6	8	6	8	6	8	1	1	3	d1_worgen1	d1_regurgitator1	d1_greatermummy1	d1_bighead1	d1_worm1	d1_fiend1						d1_worgen1	d1_regurgitator1	d1_greatermummy1	d1_bighead1	d1_worm1	d1_fiend1					d1_worgen1	d1_regurgitator1	d1_greatermummy1	d1_bighead1	d1_worm1	d1_fiend1					rat	bat			30	30							0	8	255	Sanitarium Level 1	To The Sanitarium Level 1	A7L2	51	15	3	0	0	0	0	0	15	50	55	0	0	0	0	0	0
Act 7 - Sanitarium 2	150	0	0			113	200	200	200	200	200	200	2420	2000	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	151	149	0	0	0	0	0	0	13	13	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	46	74	95	49	89	110	680	680	680	6	8	6	8	6	8	1	1	3	d1_stalker1	d1_hellhound1	d1_goatman1	d1_ar_goatman1	d1_fallenhero1	d1_mg_hellhound1						d1_stalker1	d1_hellhound1	d1_goatman1	d1_ar_goatman1	d1_fallenhero1	d1_mg_hellhound1					d1_stalker1	d1_hellhound1	d1_goatman1	d1_ar_goatman1	d1_fallenhero1	d1_mg_hellhound1					rat	bat			30	30							0	8	255	Sanitarium Level 2	To The Sanitarium Level 2	A7L3	51	15	3	0	0	0	0	0	15	50	55	0	0	0	0	0	0
Act 7 - Laboratory	151	0	0			114	49	39	49	39	49	39	2620	2000	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	150	152	157	0	0	0	0	0	101	102	105	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	47	74	95	50	89	110	680	680	680	6	8	6	8	6	8	1	0	3	d2_sk_armor1	d1_hellbat1	skeleton10	zombie10								d2_sk_armor1	d1_hellbat1	skeleton10	zombie10							d2_sk_armor1	d1_hellbat1	skeleton10	zombie10							rat	bat			30	30							0	8	255	Laboratory	To The Laboratory	A7L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 7 - Elevator	152	0	0			115	8	8	8	8	8	8	2670	2000	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	151	153	0	0	0	0	0	0	103	104	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100							0	0	0							1	0																																	rat	bat			30	30							0	8	255	Elevator Shaft	To The Elevator Shaft	A7L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 7 - Sanitarium 28	153	4	0			95	200	200	200	200	200	200	2680	3000	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	154	152	0	0	0	0	0	0	82	81	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	52	76	96	55	87	110	700	700	700	6	8	6	8	6	8	0	0	3	d1_megademon1	d1_megademon1	d1_megademon1								1	d1_megademon1	d1_megademon1	d1_megademon1								d1_megademon1	d1_megademon1	d1_megademon1																				0	47	255	Sanitarium Level 28	To The Sanitarium Level 28	A7L6	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	0
Act 7 - Sanitarium 29	154	4	0			96	200	200	200	200	200	200	2880	3000	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	155	153	0	0	0	0	0	0	82	81	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	56	78	97	59	87	110	700	700	700	6	8	6	8	6	8	0	0	3	d1_skullwing1	d1_wraith1	d1_gargoyle1	d1_rhino1	d1_succubuswitch1	d1_overlord1					1	d1_skullwing1	d1_wraith1	d1_gargoyle1	d1_rhino1	d1_succubuswitch1	d1_overlord1					d1_skullwing1	d1_wraith1	d1_gargoyle1	d1_rhino1	d1_succubuswitch1	d1_overlord1																	0	47	255	Sanitarium Level 29	To The Sanitarium Level 29	A7L7	119	120	121	122	129	106	0	0	25	25	35	25	26	25	0	0	0
Act 7 - Sanitarium 30	155	4	0			97	200	200	200	200	200	200	3080	3000	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	156	154	0	0	0	0	0	0	82	81	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	59	80	98	62	87	110	700	700	700	6	8	6	8	6	8	0	0	4	d1_reaper1	d1_mg_stalker1	d1_overlord2	d1_viper1	d1_megademon2	d1_orbworm1					1	d1_reaper1	d1_mg_stalker1	d1_overlord2	d1_viper1	d1_megademon2	d1_orbworm1					d1_reaper1	d1_mg_stalker1	d1_overlord2	d1_viper1	d1_megademon2	d1_orbworm1																	0	47	255	Sanitarium Level 30	To The Sanitarium Level 30	A7L8	119	120	121	122	129	106	0	0	25	25	35	25	25	25	0	0	0
Act 7 - Penthouse	156	0	0			116	40	52	40	52	40	52	3280	3000	0	1	0	0	0	0	1	1	0	1	2	34	-1	-1	-1	-1	155	0	0	0	0	0	0	0	81	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	63	83	99	66	87	110	700	700	700	6	8	6	8	6	8	8	0	4	d1_red_succubuswitch1	d1_yel_succubuswitch1	d1_advocate1	d1_advocate1	d1_goatlord1	d1_wraith1	d1_stormrider1	d1_megademon3			1	d1_red_succubuswitch1	d1_yel_succubuswitch1	d1_advocate1	d1_advocate1	d1_goatlord1	d1_wraith1	d1_stormrider1	d1_megademon3			d1_red_succubuswitch1	d1_yel_succubuswitch1	d1_advocate1	d1_advocate1	d1_goatlord1	d1_wraith1	d1_stormrider1	d1_megademon3															0	31	255	Penthouse Suite	To The Penthouse Suite	A7L9	126	127	0	0	0	0	0	0	25	25	0	0	0	0	0	0	0
Act 7 - Chamber	157	0	0			117	19	19	19	19	19	19	3320	3000	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	0	0	151	0	0	0	0	0	-1	-1	106	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	73	86	101	76	87	110	2000	2000	2000	6	8	6	8	6	8	8	0	3	mummy8	imp9	hf2_featurecreep									mummy8	imp9	hf2_featurecreep								mummy8	imp9	hf2_featurecreep								rat	bat			30	30							0	23	255	Chamber of Intolerance	To The Chamber of Intolerance	A7L10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 7 - Garden	158	0	1			28	64	74	64	74	64	74	3340	3000	0	1	1	0	0	0	1	1	0	0	2	2	-1	-1	-1	-1	0	40	0	0	0	0	0	0	-1	85	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	51	81	108	53	95	110	2000	2000	2000	9	11	10	12	11	13	1	0	3	rabbit4											rabbit4										rabbit4										bat				30								0	13	255	Palace Garden	To The Palace Garden	A7L11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 7 - Desert	159	1	1			28	119	119	119	119	119	119	3410	3000	0	1	1	0	0	0	1	1	0	0	2	16	-1	-1	-1	-1	0	0	160	0	0	40	162	0	-1	-1	85	-1	-1	85	85	-1	0	0	0	0	0	0	1	0	2025	19	83	95	21	85	110	1080	1080	1080	16	21	16	21	16	21	1	0	7	d1_clawviper2	d1_viper2	d1_stalker2	d1_rhino2								d1_clawviper2	d1_viper2	d1_stalker2	d1_rhino2							d1_clawviper2	d1_viper2	d1_stalker2	d1_rhino2							scorpion	bat			3	30							0	8	255	Sand Mountain Level 1	To Sand Mountain Level 1	A7L12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
